name,price_usd,mark_price_usd,star_rating,review_count,colour_encoded,colour_: Army Green,colour_: Baby Pink,colour_: Beige,colour_: Black,colour_: Black Khaki,colour_: Black Purple,colour_: Black and White,colour_: Blue,colour_: Blue Cloth,colour_: Blue and White,colour_: Brown,colour_: Brown and White,colour_: Burgundy,colour_: Burnt Orange,colour_: Camel,colour_: Champagne,colour_: Chocolate Brown,colour_: Clear,colour_: Coffee Brown,colour_: Dark Grey,colour_: Dusty Pink,colour_: Dusty Purple,colour_: Gold,colour_: Green,colour_: Green Shiny Leather,colour_: Grey,colour_: Hot Pink,colour_: Khaki,colour_: Leopard Print,colour_: Mauve Purple,colour_: Medium Cool Black,colour_: Mint Green,colour_: Multicolor,colour_: Navy Blue,colour_: Orange,colour_: Pink,colour_: Pink Brown,colour_: Purple,colour_: Red,colour_: Red Violet,colour_: Red and White,colour_: Rose Gold,colour_: Royal Blue,colour_: Rust Brown,colour_: SILVER/GLITTER,colour_: Silver,colour_: Teal Blue,colour_: Violet Purple,colour_: WHITE,colour_: White,colour_: White Card,colour_: White Pink,colour_: White and Blue,colour_: White/Blue Leaf,colour_: Yellow,colour_: Yellow Blue,colour_: black flip flops,colour_: dark brown
"Women Letter Graphic Lace-up Front Skate Shoes, Sporty Sneakers",22.22,27.94,0.0,100.0,50,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Stuart Weitzman Women's Sneakers WHITE SH329SWCOURTSIDEMONOGRAMSNEAKERCLHWTBK,231.32,319.07,0.0,426.97953488372093,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Women Casual Loafers, Slip-On Comfortable Flat Lightweight Shoes, Low-Cut Breathable Canvas Shoes For Everyday Wear",11.9,15.0,0.0,77.0,26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Women's 2024 Spring/Summer New Comfortable & Lightweight & Versatile Slip-On/Lace-Up Canvas Casual Sneakers, Sports Shoes",14.5,18.3,0.0,23.0,50,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
"Comfyshoes Women's Marley Fashion Sneakers, Stylish Vegan Trendy Casual Walking Shoes With Memory Foam",17.30353726362625,47.99,0.0,426.97953488372093,26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023 New Trendy & Fashionable Slip Resistant & Comfortable Women's Casual Shoes Suitable For Outdoor Activities Such As Hiking,24.0,30.2,0.0,40.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Women's Thick Sole Casual Shoes, Lightweight Plain Low Top Sneakers, Creamy-White Color, Autumn",26.74,29.7,0.0,33.0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Women'S Wedge Heel Thick Sole Beige Diamond Single Shoes, Inner Heightening & Lace-Up Comfortable Sneakers With Round Head And Waterproof Platform For Casual Outfits",16.2,20.4,0.0,18.0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Common Projects Women's Casual Shoes WHITE 37010506-4,17.30353726362625,438.05,0.0,426.97953488372093,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Comfyshoes Women's Marley Fashion Sneakers, Stylish Vegan Trendy Casual Walking Shoes With Memory Foam",17.30353726362625,47.99,0.0,426.97953488372093,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"New Style Lightweight Students' Casual Sports Shoes, Thick Sole, Breathable Mesh, All-Match, Flat, Chunky Shoes",20.7,26.1,0.0,6.0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Women's Fashion Breathable Totemic Pattern Chunky Lace Up Sneakers, Comfortable Low Top Casual Woman Sneakers, Cushioned Skate Shoes, Valentines' Day",18.8,42.0,0.0,426.97953488372093,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Women's Casual Sports Shoes, Students' White Skate Shoes",13.2,22.0,0.0,426.97953488372093,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Women Color Block Lace-up Front Canvas Shoes, Sporty Outdoor Sneakers",23.7,29.9,0.0,2.0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Women Fahion Sneakers Platform Lace Up Sneakers Breathable Casual Walking Shoes Comfort Tennis Shoes,20.79,39.99,0.0,3.0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Women's White Shoes, British Style Pure White Lace-Up Leather Sports Shoes, Round Toe Low Top Flat Skateboard Shoes, Fashion Breathable Anti-Slip Students' Sneakers",9.96,16.6,0.0,426.97953488372093,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Letter Graphic Lace-up Front Skate Shoes,18.8,23.7,0.0,51.0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Fashionable Flat White Sneakers With Lace-Up For Students, Casual Sports Shoes",14.5,18.3,0.0,500.0,50,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
"Sporty Skate Shoes For Women, Two Tone Lace-up Front Sneakers",18.8,23.6,0.0,426.97953488372093,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ladies' Comfortable Soft Bottom Metal Chain Loafers Sports Shoes,17.30353726362625,25.392143671607748,0.0,500.0,55,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
New Summer Outdoor Comfortable Women's Colorblock Sports Shoes Skate Shoes,16.6,20.9,0.0,500.0,11,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Unisex Solid Color Breathable Hollow Out Sports Shoes Casual Flat Shoes With Lace-up, Light, Comfortable, Minimalist",12.12,20.2,0.0,22.0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Women Shoes Casual Sneakers, Lace Up Soft Sole Flat Comfortable Skate Shoes For Women, Lightweight Low-Top Daily Shoes",17.30353726362625,25.392143671607748,0.0,14.0,50,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
"Women's Breathable Lightweight Low Cut Athletic Sneakers, Casual Chunky Shoes",20.68,26.07,0.0,1000.0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Women Minimalist Lace-up Front Skate Shoes, Sporty Outdoor Sneakers",18.8,23.6,0.0,5.0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Women's Casual Sneakers With Strong Wind & Comfortable Feeling, Versatile Design With Lace-up And Side Zipper",17.3,21.8,4.89,100.0,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Women's Fashionable Simple Versatile Comfortable Plimsolls,19.2,24.2,0.0,500.0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Women Shoes Slip on Loafers Casual Shoes Lightweight Boat Shoes Comfortable Soft Sole Walking Shoes,17.30353726362625,129.99,0.0,41.0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023 New Women's White Sports Shoes With Thick Soles,17.30353726362625,25.392143671607748,0.0,10.0,11,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Women's Warm And Casual Sneakers For Autumn And Winter, Comfortable, All-Match, Lace-Up, Side Zipper Sneakers",12.3,20.5,0.0,9.0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"SHEIN ICON Women'S Casual, Lightweight, Comfortable, Elegant, Breathable, Stylish, Holographic White Skate Shoes For Walking, Parties, Festivals, And Commuting",14.5,24.0,0.0,2.0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Comfyshoes Women's Fashion Sports Shoes, Leather Sneakerss, Casual Sports Shoes Low Platform Walking Shoes",39.99,51.99,0.0,426.97953488372093,50,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Women's White Low Top Lace Up Skate Shoes With Outdoor & Casual & Campus Style,15.6,20.5,0.0,426.97953488372093,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Women's Korean Style Versatile Canvas Shoes 2024 New Arrival Plus Size Breathable Flat Shoes For Spring/Autumn Sports & Casual Wear,15.3,19.2,0.0,1.0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Sporty Skate Shoes For Women, Colorblock Striped Pattern Stitch Detail Sneakers",17.30353726362625,25.392143671607748,0.0,500.0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Women Casual Loafers, Slip-On Comfortable Flat Lightweight Shoes, Versatile Low-Top Canvas Shoes For Everyday Wear",11.9,15.0,0.0,77.0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Korean Version All-Match Spring And Autumn Fashionable College Casual Sports Shoes Women New Street Snap Trendy Casual Thick-Bottomed Sneakers Women Sports Shoes,23.6,29.7,0.0,426.97953488372093,51,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
"New Arrival Women's Casual Lace-Up Flat School Shoes, White, Comfortable, For Students With Big Feet",12.7,16.0,0.0,24.0,50,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2023 New Arrival Apricot Color Trendy Fashionable Versatile Casual Women's Slip Resistant Comfortable Wear-resistant Walking Shoes,23.8,29.9,0.0,14.0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Women Spring Summer Genuine Leather Platform Sneakers Lace-Up Breathable Comfortable Walking Shoes,19.99,49.99,0.0,426.97953488372093,50,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
"Vintage Oatmeal-Toned Training Shoes With Casual And Soft Design, Women's Sneakers, Convenient And Suitable For Running Or Walking",17.30353726362625,25.392143671607748,0.0,100.0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Women's Casual Sneakers White Sneakers Flat Lightweight Breathable Versatile White Shoes,10.75,27.0,0.0,426.97953488372093,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Women Casual Canvas Shoes Summer Breathable Fabric Shoes Ladies"" White And Blue Canvas Shoes Versatile Flat Sneakers With Soft Non-Slip Sole And Lace Half Slippers, Popular And Lightweight Sports Casual Canvas Shoes In 2024",14.9,18.8,0.0,1.0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Women Minimalist Lace-up Front Skate Shoes, Sporty Sneakers",26.4,33.22,0.0,37.0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Women Minimalist Lace-up Front Skate Shoes, Sporty Sneakers",19.47,24.53,0.0,69.0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Women'S Casual Sports Shoes With Silver Glitter, Breathable Leather Surface, Comfortable Sneaker In Fashion Style With Lightweight And Anti-Slip Design",18.37,23.1,0.0,7.0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Women's Wedge Heel Thick Sole White Sneakers, Elevator Lace-Up Sport Shoes With Round Toe, Waterproof Platform, Versatile And Comfortable For Casual Wear",17.3,21.8,0.0,18.0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
New Arrival Spring Women's Casual Lace-Up Flat Pu Leather & Canvas White Sneakers,16.7,21.0,0.0,4.0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Women Casual Walking Shoes Comfortable Tennis Running Fashion Shoes,28.2,59.99,0.0,426.97953488372093,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
New Women Casual Sports Shoes White Shoes Fashionable Breathable Versatile Lightweight And Comfortable For All Seasons,15.4,19.9,0.0,426.97953488372093,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Women's Casual Sports Shoes Fashionable Motorcycle Style Slip-On Shoes,21.5,27.0,0.0,66.0,50,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Women's Spring Summer Casual Sports Shoes Zipper Decoration White Flat Kateboard Shoes Outdoor Fashionable Round Toe Lace-Up Sneakers,17.5,49.99,0.0,426.97953488372093,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Women Fashion Sneakers Platform Sneakers Breathable Lace Up Fashion Walking Shoes Tennis Shoes,20.91,50.99,0.0,40.0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Ladies' Lightweight Breathable Running Shoes With Round Toe And Five Rings Design, White, All Seasons",13.0,16.3,0.0,2.0,50,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Women's Comfortable And Breathable White And Blue Sports Sneakers,17.30353726362625,25.392143671607748,0.0,92.0,10,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"New Arrival Women's Leather Panel Sneakers, Fashionable Flat Sports Shoes, Versatile Casual Shoes, White",19.3,24.3,0.0,11.0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Women Minimalist Letter Patch Decor Lace-Up Front Skate Shoes,16.83,21.23,0.0,500.0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Women's Casual Sport Shoes For Autumn And Winter,15.95,17.7,0.0,426.97953488372093,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"NEW Women's White Shoes - British Style White Slip-On Leather Sports Shoes, Round-Toe Low-Top Flat Skate Shoes, Fashionable Breathable Slip-Resistant Student Shoes",13.2,16.6,0.0,426.97953488372093,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chunky Sneakers Women Vintage Chunky Sneakers Thick Sole Running Shoes,22.7,28.6,0.0,426.97953488372093,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Summer White Hollow Out Casual Athletic Shoes Women Low-Cut Round Toe Lace-Up Sneakers Fashionable Lightweight College Style Women Shoes,20.2,25.4,0.0,426.97953488372093,50,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Women's Fashionable White Casual Sneakers,15.1,19.0,0.0,426.97953488372093,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
JENN ARDOR Women's Canvas Sneakers Slip-ons Canvas Shoes Round Toe Soft Comfortable Walking Flats,39.99,49.99,0.0,8.0,50,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
"Winter Flower Pattern Casual Running Sneakers Women's Breathable Shoes For Work, School, Outdoor Sports, Skateboarding",21.01,26.4,0.0,15.0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Women White Casual Sports Shoes Large Size Women Shoes Flat Shoes Women Casual Sports Shoes Spring And Summer New Small White Shoes Fashionable And Versatile Casual Shoes Lightweight Breathable Women Shoes Back To School Season Student Shoes,17.93,22.55,0.0,11.0,50,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Women FashionPlatform Sneakers Lace-Up Floral Print Fashion Walking Shoes Tennis Shoes,17.63,40.99,0.0,15.0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Women Fashion Sneakers Platform Sneakers Lace-Up Floral Print Fashion Walking Shoes,17.55,44.99,0.0,58.0,50,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Sneakers Women's Sports Shoes Brown Casual Shoes Flat Skateboarding Shoes,22.44,28.27,0.0,500.0,11,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Women's White Canvas Shoes, Simple And Versatile, With Flat Sole For Slimming Effect, Non-Slip, Comfortable, Suitable For Casual, Travel And Sports",17.5,22.1,0.0,1.0,50,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
"Women Casual Sports Shoes, Lace-Up Soft Sole Flat Comfortable Women Shoes, Lightweight Low-Cut Daily Shoes, Couple Sports Shoes",16.5,20.8,0.0,426.97953488372093,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Women Casual Sports Shoes Lightweight Soft-Sole Outdoor Shoes Beige Lace Mesh Breathable Flat Shoes Versatile Casual Street Skateboard Shoes,14.1,17.8,0.0,426.97953488372093,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
