name,price_usd,mark_price_usd,star_rating,review_count,colour_encoded,colour_: Army Green,colour_: Baby Pink,colour_: Beige,colour_: Black,colour_: Black Khaki,colour_: Black Purple,colour_: Black and White,colour_: Blue,colour_: Blue Cloth,colour_: Blue and White,colour_: Brown,colour_: Brown and White,colour_: Burgundy,colour_: Burnt Orange,colour_: Camel,colour_: Champagne,colour_: Chocolate Brown,colour_: Clear,colour_: Coffee Brown,colour_: Dark Grey,colour_: Dusty Pink,colour_: Dusty Purple,colour_: Gold,colour_: Green,colour_: Green Shiny Leather,colour_: Grey,colour_: Hot Pink,colour_: Khaki,colour_: Leopard Print,colour_: Mauve Purple,colour_: Medium Cool Black,colour_: Mint Green,colour_: Multicolor,colour_: Navy Blue,colour_: Orange,colour_: Pink,colour_: Pink Brown,colour_: Purple,colour_: Red,colour_: Red Violet,colour_: Red and White,colour_: Rose Gold,colour_: Royal Blue,colour_: Rust Brown,colour_: SILVER/GLITTER,colour_: Silver,colour_: Teal Blue,colour_: Violet Purple,colour_: WHITE,colour_: White,colour_: White Card,colour_: White Pink,colour_: White and Blue,colour_: White/Blue Leaf,colour_: Yellow,colour_: Yellow Blue,colour_: black flip flops,colour_: dark brown
Women's Fashionable Simple Black Thin Strap High Heel Sandals,18.0,25.392143671607748,0.0,3.0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Women Fashionable Lightweight Outdoor Beach Sandals Casual Slippers For Summer And Autumn,7.3,9.2,0.0,1000.0,31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Women's Thick Sole Espadrille Wedge Heeled Sandals With Waterproof Platform For Summer,21.2,26.7,0.0,11.0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Women's High Heel Sandals,26.0,25.392143671607748,0.0,10.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Women's Thick Platform Wedge Heel Beach Flip Flops With Soft And Increased Sole, Summer",12.1,15.3,0.0,37.0,50,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
"European And American New Fashion Square Toe Flat Slippers For Women, Popular Colorful Design",17.30353726362625,25.392143671607748,0.0,100.0,40,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Faux Pearl Decor Fluffy Bedroom Slippers,9.7,11.9,0.0,100.0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Women's Wedge Heel & Platform Espadrilles, Open Toe Beach Shoes, Large Size, Comfortable Foam Eva Sole, Multicolor, Black",12.1,15.2,0.0,3.0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
New Spring And Summer Beach Holiday Casual Antiskid Comfortable Retro Print Fabric Metallic Buckle Round Toe High Heel Thick Sole Sandals,21.2,26.6,0.0,500.0,11,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Women Two Tone Bow Decor Slide Sandals, Fashion Summer Flat Sandals",17.30353726362625,25.392143671607748,0.0,100.0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Women's Elegant Single Strap Chunky Heel Sandals With Beaded Detail For Summer,21.0,26.4,0.0,100.0,48,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
"Rhinestone Decor Clear Band Sculptural Heeled Mule Sandals, Blue Party Crystal Detail Solid Color Mules Heels",17.30353726362625,25.392143671607748,0.0,1000.0,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CUCCOO SZL Woman Shoes New Years Criss Cross Thick Sole Slingback Orange Wedge Sandals For Summer,24.0,25.392143671607748,0.0,1000.0,35,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fashionable Bowknot Chunky High Heel Sandals For Women,20.8,26.1,0.0,16.0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Women's Fashionable Lightweight & Comfortable Jewel Decoration Black Wedge Heel Thick Sole Sandals,12.4,15.6,0.0,29.0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Fashion Beige Sandals For Women, Faux Pearl Decor Ruched Detail Chunky Heeled Ankle Strap Sandals",22.6,28.5,0.0,100.0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Women Clear Strap Faux Pearl Decor Flat Sandals, Fashionable Summer PVC Slide Sandals",17.30353726362625,25.392143671607748,0.0,100.0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fuzzy Cow Slippers For Women Cute Cotton Animals House Shoes Fluffy Plush Slippers  Indoor Living Room Bedroom,17.30353726362625,18.99,0.0,500.0,50,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
"Fashionable Women Roman Sandals, New Summer Bohemian Vintage Cross Straps With Flat Soles, Ideal For Travel",16.0,20.2,0.0,10.0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Plus Size New Style Slip-On Casual Fashionable & Versatile Women's Flat Sandals,9.4,11.8,4.87,1000.0,33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOTF PREMIUM FASHIONABLE POINTED TOE WOMEN'S FLAT SHOES,26.99,25.392143671607748,0.0,100.0,11,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Women's New Style Spring & Summer Fashion Rhinestone Wedding Sandals, Flat Heel, Flip Flops",10.8,13.6,0.0,6.0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Women's Pointed Toe High Heel Pumps With Ankle Strap & Cross Rivet Decoration For Spring/Summer,20.7,25.4,0.0,15.0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
New Korean Style Women Flat Sandals Cross Strap Soft Bottom Fashionable Large Size Roman Style Vacation Beach Shoes With Lace-Up,8.6,10.8,0.0,6.0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Women's Sexy Fashion Party High Heeled Sandals With Ankle Strap And Round Toe, Shiny Gold",19.3,24.3,0.0,100.0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Women Minimalist Chain Decor Lace-Up Front Side Zip Faux Suede Platform  Chunky Heeled Combat Boots,30.9,38.6,0.0,1000.0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CUCCOO SZL Women'S Fashionable Silver High Heel Sandals For Summer Graduation Heels Prom Heels,17.30353726362625,25.392143671607748,0.0,26.0,23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Women's Wedge Heel Platform Sandals,10.5,15.0,0.0,6.0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Women's Platform Wedge Sandals, New Summer Beach Sandals, Outdoor & Versatile Roman Slipper",21.0,26.4,0.0,1000.0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Women Minimalist Slingback Thong Sandals, Funky Summer Flat Sandals",11.3,14.2,0.0,1000.0,35,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Women Metallic Sculptural Heeled Mule Sandals, Glamorous Summer Heeled Sandals",20.9,26.4,0.0,1000.0,23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Cross-Border Plus Size Women Summer Sandals With Buckle Strap, Peep Toe, Faux  Rope, Platform Wedge Heel And Car Seam Sewing",15.4,19.4,0.0,426.97953488372093,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Autumn/Winter Flat Closed Toe Slippers For Women, Home Wear",10.3,13.4,0.0,1000.0,11,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Funky Hot Pink Flat Slippers for Women, Braided Detail Plain Artificial Leather Open Toe Slide Sandals",17.30353726362625,25.392143671607748,0.0,1000.0,27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Women Rhinestone Decor Slide Sandals, Artificial Leather Glamorous Sandals",10.9,13.7,0.0,1000.0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Fashion White Strappy Sandals For Women, Knot Decor Tie Leg Design Sandals",11.3,14.2,0.0,1000.0,50,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
SHEIN Haute Pointy Toe PU Sling Back Pumps,22.0,25.392143671607748,0.0,100.0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Women's High Top Two-tone Sporty Sneakers Lace-up Side Zipper Outdoor Skate Shoes Casual Black Leather Unisex Flat Thick Shoelaces Couple Shoes,17.30353726362625,25.392143671607748,0.0,1000.0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Women Rhinestone Decor Flip Flops, Glass Glamorous Flip-Flops",11.9,15.0,0.0,100.0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"New Summer Fashionable Women's Slippers, Sandals With Large Size For Outdoor Activities",17.30353726362625,25.392143671607748,0.0,1000.0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Spring & Autumn Fashionable Casual Plus Size Lightweight Breathable Slip-On Women's Running Shoes,11.5,14.4,0.0,1000.0,11,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Fashion Hot Pink Slippers For Women, Solid Fuzzy Bedroom Slippers",11.6,15.0,0.0,1000.0,27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Fashionable Mule Sandals For Women, Texture Embossed Single Band Stiletto Heeled Sandals",17.7,22.2,0.0,1000.0,39,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Women's Flat Solid Color Slippers Sandals,11.9,14.0,0.0,93.0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Women's High Heel Butterfly & Flower Decor Open Toe Blue Sandals For Outdoor, Spring & Summer",17.30353726362625,25.392143671607748,0.0,100.0,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Women Minimalist Wedge Slide Sandals, Fashion Outdoor Sandals",17.3,21.8,0.0,1000.0,33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Women's New Fashion Round Toe Transparent Strap Slippers, Summer Silver Wedge Heel Flip Flops",17.30353726362625,25.392143671607748,0.0,17.0,46,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
"Women Leisure Flat Sandals, Round Toe Open Toe Anti-Slip Slippers, Outdoor Beach Slippers",17.30353726362625,25.392143671607748,0.0,1000.0,12,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Women Open Toe High Heels With Ankle Strap, Chunky Heel, Waterproof Platform, Mary Janes Style Shoes. Perfect For Bridesmaid And Suitable For All Seasons. 2024 New Arrival.",16.82,27.4,0.0,6.0,50,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
"Fashionable Blue Women's High Heeled Sandals With Peep Toe, Stiletto Heel And Non-Slip Sole For Spring And Summer Parties",20.5,25.9,0.0,100.0,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Women's Embroidered Slippers For Outdoor Wear, 2024 New Summer Trendy Fisherman Style Flats With Open Toe",17.30353726362625,25.392143671607748,0.0,34.0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Women's Fuchsia Fashionable Solid Color Slippers With Minimalist Single Strap,6.5,8.6,0.0,1000.0,36,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"2023 New Arrival Women's High Heel Shoes, Super High & Waterproof Platform, Thick Heel With Pearl Detail, Fashionable Cross Band",27.2,33.5,0.0,100.0,50,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Walking Shoes Women Socks Sneakers Lightweight Comfortable Breathable Casual Slip-On Daily Shoes,17.30353726362625,25.392143671607748,0.0,32.0,22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"European And American Style Pointed Toe High Heel Women's Single Shoes With Dual Leather Straps, Buckle And Rivets Decoration, For Metal Girls Rock Music Festival And Punk Style, Thin Heel Women's Pumps",17.30353726362625,25.7,0.0,100.0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Ladies"" 2024 New Style Wedge Heel Sandals With Open Toe, Thick Platform, Translucent Strap, Waterproof Platform And High Heel, Suitable For Plus Size Feet",13.8,17.4,0.0,14.0,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Women's Home Slippers Flat Slipper, Warm And Non-Slip, Cross Slippers Thickened Winter Indoor Fuzzy Slippers Women's Shoes",6.21,12.5,0.0,81.0,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Green Chunky Heel High Heeled Strappy Sandals,19.2,24.2,0.0,500.0,32,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SHEIN Haute Open Toe Double Buckle Flatform Sliders,18.4,23.0,4.85,500.0,32,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Punk Black Sandals For Women, Studded Decor Slide Sandals",10.7,13.5,0.0,500.0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Elegant White Sandals For Women, Criss Cross Flatform Ankle Strap Sandals",20.7,26.1,0.0,1000.0,50,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
"Children Casual Flat Sandals With Rhinestone Decorations, Suitable For Daily Wear",13.0,25.392143671607748,0.0,2.0,46,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
"Stitching Design Women's Wedge Heel Platform Slides, Comfortable And Breathable (Polyurethane Sole Has Small Holes)",10.65,15.5,0.0,500.0,50,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Women's Flat Sandals With Natural Jute Rope And Bow Knot Design For Comfortable Summer Wear,9.7,12.2,0.0,32.0,50,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
"Women's Black Casual Wedge Sandals With Bow Decoration For Beach Vacation, Thick Bottom And Heel, Stylish And Versatile",8.0,10.1,0.0,43.0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Women's Sports Shoes,Women's spring comfortable women's shoes air-cushioned sneakers mesh breathable soft sole running shoes women's casual shoes non-slip tourist shoes female",17.30353726362625,25.392143671607748,0.0,100.0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Summer Colorful Embroidery Flat Sandals, Vintage Beaded Flip Flops",17.30353726362625,25.392143671607748,0.0,500.0,50,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
"Women Rhinestone Decor Double Strap Flat Sandals, Glamorous Brown Slide Sandals",5.81,13.9,0.0,1000.0,44,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"3 Pair Forefoot Insert Cushion Pads For Women Shoes Anti Slip Silicone Foot Pain Relief Pads For High Heels Sandals Gel Shoe Insoles ,A: Transparent, B: Black, C: Apricot",3.6,4.8,0.0,500.0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Butterfly Bow Flat Slippers Women's Anti-skid Beach Flip Flops,17.30353726362625,25.392143671607748,0.0,1000.0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rhinestone Decor Faux Suede Thong Sandals,10.8,13.6,0.0,1000.0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Vacation Yellow Sandals For Women, Studded Decor Ankle Strap Wedge Sandals",17.30353726362625,25.392143671607748,0.0,1000.0,55,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
"Fashionable Black High-Heel Sandals For Women, Perfect For Spring/Summer Parties, Peep Toe, Thin Heel, Non-Slip Sole, Designed With Buckled Straps",20.6,25.9,0.0,100.0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
